TIC,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr).1,Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Sectors,Date TOI Created (UTC),Date TOI Modified (UTC),Comments,nspectra,HARPS_name
120896927,402.01,,4,5,5,5,4,4,4,PC,PC,8.265089999999999,0.017,,2,spoc,02:27:28.3,-27:38:09.92,-72.786,0.059000000000000004,-211.437,0.055999999999999994,2458411.463494,0.00277,4.755833,0.0008560000000000001,2.5732880000000002,0.314131,0.441054,0.0399,406.143083,406.143083,1.8990790000000002,0.759223,212.73414,974.045059,10.392367,,,5175.2002,23.617201,4.376570200000001,0.066896498,0.88766497,0.080735102,4,2019-01-16 19:24:30,2019-03-14 15:16:04,,51,HD15337
37749396,260.01,,1,4,1,2,4,4,4,PC,,8.429280300000002,0.017,,1,spoc,00:19:05.53,-09:57:57.99,-36.266,0.08800000000000001,-301.427,0.06,2458392.294408,0.00257,13.470018,0.0032359999999999997,1.9983959999999998,0.343922,0.745653,0.070137,686.53595,686.53595,1.637881,1.525768,11.13865,465.937745,8.303118,,,4111.0,171.0,4.6461,0.43940899,0.63158703,0.13380699999999998,3,2018-11-30 22:06:23,2019-04-05 15:27:18,only two transits,6,GJ1008
101011575,560.01,,1,4,1,4,4,4,4,PC,,8.5323896,0.018000000000000002,,1,spoc,08:38:45.19,-13:15:23.52,-63.742,0.17800000000000002,38.483000000000004,0.14,2458517.691424,0.000819,6.397438,0.000471,2.119473,0.159272,1.947068,0.066061,1791.709243,1791.709243,2.847985,0.662094,66.24463100000001,727.624679,25.938644,,,4695.0,92.0,4.5,0.2,0.66520798,0.070278198,8,2019-04-05 20:18:16,2019-04-20 08:57:28,,9,GJ313
98796344,455.01,,1,4,1,4,4,4,4,PC,,8.6400003,0.018000000000000002,,1,spoc,03:01:51.01,-16:35:40.05,-362.46,0.8270000000000001,-277.001,0.59,2458412.708786,0.00091,5.358807,0.00035099999999999997,1.364837,0.188153,2.715648,0.182642,2498.0792309999997,2498.0792309999997,1.368307,0.364177,7.379878999999999,420.370338,13.6348,20.033184,0.042434201,3562.0,83.0,4.9071202000000005,0.30294999,0.35699999,0.045000002000000004,4,2019-01-31 17:54:46,2019-03-02 20:05:36,two stars on the same pixel; could also be 98796342,9,GJ3193
425997655,174.01,,1,4,1,1,4,4,4,PC,CP,8.696869900000001,0.018000000000000002,,4,spoc,03:41:50.17,-62:46:02.14,-102.40299999999999,0.107,-44.049,0.124,2458325.325892,0.002248,17.66831,0.000607,2.695974,0.258669,0.793525,0.044358999999999996,730.596785,730.596785,2.008408,0.848007,24.24749,565.960924,17.71134,,,4813.0,111.0,4.380000099999999,0.20999999,0.73439199,0.08249630000000001,"1,2,3,4",2018-10-11 19:07:06,2019-06-06 16:00:02,HD 23472 b,14,HD23472
33692729,469.01,,1,4,1,1,4,4,4,PC,,8.718999900000002,0.019,,1,spoc,06:12:13.89,-14:38:57.62,-79.093,0.094,162.653,0.105,2458474.567411,0.0019219999999999999,13.632935,0.00264,4.422229,0.176513,1.3120530000000001,0.061321,1207.715363,1207.715363,3.685246,0.458452,89.071512,783.527882,19.369370999999997,67.648834,1.7341400000000002,6114.0,194.0,4.5100999,0.26395100000000005,0.9884780000000001,0.110174,6,2019-02-22 14:51:22,2019-02-27 17:05:01,,5,HD42813
413248763,562.01,,1,4,1,4,4,1,4,PC,,8.7349997,0.032,,1,spoc,09:36:01.79,-21:39:53.73,138.715,0.087,-990.303,0.085,2458517.999665,0.0009689999999999999,3.930792,0.000266,1.332557,0.175295,1.264813,0.071737,1164.257581,1164.257581,1.304729,0.27083,14.006619,493.40446900000006,16.503141,19.548538,0.057339702,3505.0,90.0,4.9139800000000005,0.06610959799999999,0.34799999,0.011000000000000001,8,2019-04-05 20:18:18,2019-04-22 11:37:16,,53,GJ357
4646810,461.01,,1,4,1,4,4,1,4,PC,,8.8180304,0.017,,1,spoc,02:33:05.11,-10:21:07.79,-172.863,0.098,-92.221,0.077,2458416.345972,0.0019399999999999999,14.490034,0.002807,1.59402,0.35675999999999997,0.982821,0.104306,904.80174,904.80174,2.56584,1.0669549999999999,29.483107,594.310035,9.984914999999999,,,4884.0,96.0,4.4899998,0.18000001,0.781407,0.08391649999999999,4,2019-01-31 17:54:44,2019-03-02 20:05:36,may be two single transits,15,HD15906
100100827,185.01,,4,5,5,5,5,4,5,PC,CP,8.833000199999999,0.017,,2,spoc,01:37:25.07,-45:40:40.07,25.464000000000002,0.057,20.391,0.076,2458354.4580139997,4.4e-05,0.941449,2e-06,2.1530400000000003,0.004752,11.672255,0.025351,10692.963693000002,10692.963693000002,12.97984,0.028411000000000002,5449.44472,2191.330141,465.15985,126.47533,6.750820200000001,6226.0,25.0,4.1700001,0.028000001,1.40753,0.152631,"2,3",2018-10-22 19:57:32,2019-03-11 18:32:33,WASP-18b,23,HD10069
408310006,576.01,,3,5,5,3,4,4,4,PC,CP,8.8450003,0.018000000000000002,,1,spoc,09:39:30.03,-20:58:56.71,-54.626999999999995,0.725,11.334000000000001,0.645,2458518.964722,0.00057,5.443936,0.000229,3.6198379999999997,0.056955,3.299872,0.056249,3034.680468,3034.680468,7.2421690000000005,0.8473149999999999,539.050388,1228.929842,54.06930500000001,112.19373,4.9225997999999995,6313.0,196.0,4.3263202000000005,0.28902599,1.26826,0.14590199,8,2019-04-05 20:18:18,2019-04-15 11:08:21,WASP-166,214,BD-202976
166836920,267.01,,5,5,5,5,5,5,5,PC,CP,8.923000300000002,0.018000000000000002,,1,spoc,02:39:35.44,-50:00:29.48,-1.811,0.455,-40.096,0.753,2458387.960271,0.00042,5.75244,0.000221,5.385902,0.035574,5.8642959999999995,0.04428,5386.6554320000005,5386.6554320000005,13.179698000000002,0.11305899999999999,788.311133,1351.431895,137.02477,154.76949,,5905.0,191.0,3.98282,0.290259,1.75053,0.233013,3,2018-11-30 22:06:24,2019-03-02 20:05:34,WASP-99,27,WASP-99
183532609,191.01,,3,5,5,3,4,4,4,PC,CP,9.109000199999999,0.019,,1,spoc,23:59:36.21,-35:01:52.81,109.87799999999999,0.5710000000000001,7.37,0.615,2458358.920239,0.000342,8.159165,0.0005009999999999999,4.437074,0.026217,16.999822,0.20131500000000002,15535.474824,15535.474824,12.359505,0.090212,48.07373,671.5783759999999,86.54609,89.285713,3.2044499,5589.0,25.0,4.4699998,0.028000001,1.02358,0.09471160199999999,2,2018-10-22 19:57:30,2019-03-02 20:05:21,WASP-8,101,WASP-8
322063810,253.01,,1,4,1,2,4,4,4,PC,,9.26511,0.017,,1,spoc,00:57:16.44,-51:35:06.83,102.771,0.135,-141.345,0.15,2458355.612876,0.0042829999999999995,3.5158160000000005,0.0010429999999999999,2.001291,0.327831,0.335757,0.046707,309.195421,309.195421,1.1255709999999999,1.62929,85.438976,775.414216,7.196484,,,4020.0,170.0,,,0.64745998,0.06539980299999999,2,2018-11-16 21:15:25,2019-03-11 18:32:33,There is another star in the same pixel. Centroid offset is not significant.,6,HIP4468
62483237,139.01,,1,4,1,5,5,3,1,PC,,9.2950001,0.02,,1,spoc,22:25:36.58,-34:54:34.95,26.495,0.13699999999999998,-30.294,0.10400000000000001,2458334.896388,0.001811,11.058421000000001,0.00257,2.136519,0.327214,1.48535,0.109118,1367.122742,1367.122742,2.687866,1.8146810000000002,24.043658999999998,564.7677480000001,0.8885370000000001,42.050365,0.50868201,4356.0,173.0,4.5349102,0.3608,0.7384189999999999,0.12585901,1,2018-09-05 18:34:18,2019-03-11 18:32:33,Level 1 candidate,10,HIP110692
260708537,486.01,,1,4,1,2,4,4,4,PC,,9.342,0.033,,1,spoc,06:33:49.2,-58:31:30.51,-404.02099999999996,0.14300000000000002,796.0210000000001,0.16,2458326.98505,0.0037579999999999996,1.7445869999999999,7.099999999999999e-05,1.824648,0.279264,0.214698,0.098514,197.725014,197.725014,0.927258,0.97908,47.041021,667.942279,9.823085,22.749477,0.066287801,3445.0,87.0,4.8305802,0.079520702,0.45199999,0.017000001,"1,2,3,4,5,6",2018-12-04 21:48:23,2019-06-06 16:00:02,follow-up in progress,8,GJ238
1129033,398.01,,5,5,5,5,5,5,5,PC,CP,9.501999900000001,0.017,,1,spoc,02:28:37.32,-07:03:38.4,94.884,1.989,-2.371,0.83,2458410.984711,8.2e-05,1.360025,7.000000000000001e-06,2.156334,0.007497,17.932313,0.045775,16380.624812,16380.624812,12.20825,0.041732,1279.957175,1525.522472,348.1485,100.96807,2.39625,5605.0,41.0,4.369999900000001,0.09000000400000001,0.92774701,0.087125503,4,2019-01-16 19:24:30,2019-03-02 20:05:19,WASP-77A b,12,WASP-77A
169226822,675.01,,5,5,5,5,5,5,5,PC,CP,9.6169996,0.02,,1,spoc,10:42:14.1,-03:50:06,19.627,1.4969999999999999,18.907,2.066,2458543.941968,0.000386,4.178161,0.000113,4.304954,0.025328,12.826132000000001,0.07848200000000001,11743.801078,11743.801078,15.288753,0.09412000000000001,635.437683,1280.524792,160.82115,148.7325,14.8996,5500.6001,64.0,3.6500001,0.1,1.59884,0.28897199,9,2019-05-06 19:17:05,2019-05-09 11:39:59,WASP-127 b,82,WASP-127
166739520,190.01,,3,5,5,3,4,4,4,PC,CP,9.632,0.018000000000000002,,1,spoc,02:27:06.19,-50:17:03.94,60.405,0.444,24.625999999999998,0.631,2458357.5715779997,0.000478,10.020817,0.000175,5.79945,0.035616,9.00203,0.056911,8256.898745999999,8256.898745999999,10.928113,0.06792999999999999,181.29402199999998,935.870204,162.08876,156.37363,9.9205103,5984.8999,57.0,4.02,0.079999998,1.27841,0.14472100000000002,"2,3",2018-10-22 19:57:29,2019-03-02 20:05:24,WASP-117,87,CD-50714
170634116,413.01,,5,5,5,5,5,5,5,PC,CP,9.6750002,0.018000000000000002,,1,spoc,04:25:29.02,-30:36:01.57,0.162,0.608,2.126,0.882,2458412.892344,0.00021600000000000002,3.6623550000000002,2.8000000000000003e-05,3.7585129999999998,0.012933000000000002,13.5417,0.05464600000000001,12394.908792,12394.908792,17.802377,0.052899,1482.475705,1582.583545,246.08461,243.98099,26.3491,7002.0,162.0,4.77,0.14,1.50825,0.25523099,"4,5",2019-01-16 19:24:29,2019-06-06 16:00:02,WASP-79b,33,CD-301812
149603524,102.01,,5,5,5,5,5,5,5,PC,CP,9.7159996,0.018000000000000002,,2,spoc,05:48:33.56,-63:59:18,-14.794,1.146,25.107,0.9079999999999999,2458326.0786450002,9.9e-05,4.411943,5e-06,3.776425,0.008533,15.285609,0.033202999999999996,13979.926188,13979.926188,15.397243,0.032379000000000005,708.767112,1315.96894,474.38095,171.78795,13.0779,6391.0,70.0,4.73,0.11,1.15229,0.15044101,"1,2,3,4,6",2018-09-05 18:34:18,2019-06-06 16:00:02,WASP 62b,34,WASP-62
437242640,744.01,,5,5,5,5,5,5,5,PC,CP,9.729000099999999,0.019,,1,spoc,11:01:35.85,-23:51:39.37,-43.052,2.194,-64.16199999999999,1.811,2458546.4218389997,0.000302,4.3178,9.499999999999999e-05,2.10235,0.019418,12.497714,0.177949,11444.824409,11444.824409,11.81374,0.25806,301.25157,1062.556615,151.34627,112.7547,9.27876,5694.0,25.0,4.4000001,0.028000001,1.07663,0.168484,9,2019-05-15 18:24:37,2019-06-08 12:00:12,WASP-34 b,12,WASP-34
47911178,471.01,,5,5,5,5,5,5,5,PC,CP,9.776,0.018000000000000002,,1,spoc,06:33:24.26,-23:29:09.92,-2.655,0.893,24.844,0.841,2458470.303946,0.000269,3.5856169999999996,8.4e-05,2.720185,0.02,13.460501,0.081849,12321.045878,12321.045878,15.523709,0.07318200000000001,977.4757369999999,1426.087739,179.14503,197.87561000000002,14.8685,6820.0,203.0,4.3508902,0.35010201,1.3412499,0.17452601,6,2019-02-22 14:51:22,2019-03-02 20:05:27,WASP-101,75,WASP-101
12421862,198.01,,1,4,1,4,4,1,4,PC,,9.852999699999998,0.04,,1,spoc,00:09:04.28,-27:07:19.65,690.1,2.0,91.52,2.0,2458356.3754169997,0.002301,20.427265,0.003312,2.178553,0.580092,1.312001,0.121423,1207.668052,1207.668052,1.5624930000000001,1.098136,2.645433,325.269941,11.134932000000001,41.660548999999996,1.42347,3763.0,65.0,4.837389900000001,0.119367,0.44400001,0.024,2,2018-10-22 19:57:29,2019-03-11 18:32:33,,10,GJ7
260004324,704.01,TIC 260004324.01,1,4,1,1,4,4,4,PC,,10.089,0.04,,1,spoc,06:04:21.56,-55:18:41.71,681.785,0.18100000000000002,342.20300000000003,0.157,2458327.418439,0.001957,3.81426,9.9e-05,1.4651530000000001,0.554088,0.516731,0.053533000000000004,475.81320800000003,475.81320800000003,1.116355,1.7255,25.239659,571.663707,10.778132000000001,41.22636,0.34516099,3625.0,69.0,4.7999601,0.12928601,0.486,0.028999999,"1,2,3,4,5",2019-04-30 13:04:28,2019-05-17 16:00:02,,12,TYC8525-1314-1
422655579,388.01,,5,5,5,5,5,5,5,PC,CP,10.141,0.018000000000000002,,1,spoc,01:57:03.23,00:45:31.77,20.368,4.192,-6.191,1.088,2458413.1434110003,0.0008529999999999999,2.903458,0.00018999999999999998,5.047564,0.064912,5.069039,0.109951,4657.875762,4657.875762,15.617080999999999,0.324283,2885.405093,1869.2674690000001,27.757355,299.15488,39.308102000000005,6180.0,52.0,4.150000100000001,0.059999999000000005,1.92238,0.364748,4,2019-01-16 19:24:30,2019-03-02 20:05:29,WASP-71b,30,TYC30-116-1
183537452,192.01,,3,5,5,3,4,4,4,PC,CP,10.195,0.017,,1,spoc,23:51:31.01,-39:54:25.59,-56.762,0.946,-88.667,1.9280000000000002,2458356.414736,0.000268,3.922743,7.4e-05,2.616187,0.028454000000000004,12.560808,0.07803,11502.269053,11502.269053,8.569172,0.129548,150.072046,892.6777300000001,171.82695,87.126991,6.450920099999999,5203.0,102.0,4.9299998,0.20999999,0.59463102,0.09256040300000001,2,2018-10-22 19:57:31,2019-03-02 20:05:27,WASP-29,63,TYC8015-1020-1
211438925,194.01,,3,5,5,3,4,4,4,PC,CP,10.211,0.018000000000000002,,1,spoc,00:20:38.53,-23:56:08.85,-1.4,1.9,-18.3,1.9,2458356.5656479998,0.000383,4.899379,0.00013000000000000002,3.3421540000000003,0.027737,11.297930000000001,0.091029,10351.824897,10351.824897,15.126432000000001,0.098251,597.804609,1261.1291509999999,134.42139,211.877,,5775.7002,76.0,4.139999899999999,0.12,1.5037,0.250873,2,2018-10-22 19:57:32,2019-03-02 20:05:31,WASP-20,63,WASP-20
104024556,748.01,,5,5,5,5,5,5,5,PC,,10.288,0.018000000000000002,,1,spoc,13:04:10.51,-35:32:58.31,-19.031,1.419,0.664,1.2409999999999999,2458569.940386,0.000466,2.021986,6.2e-05,2.975452,0.026434,10.924526,0.141243,10011.409176000001,10011.409176000001,19.471261,0.15140599999999999,5158.080953,2161.433051,85.67794,377.034,,7409.0,211.0,4.13767,1.60382,1.8390099999999998,1.4601001,10,2019-06-05 19:57:32,2019-06-11 13:23:05,WASP-167 b,17,CD-348618
15445551,747.01,,5,5,5,5,5,5,5,PC,,10.319,0.019,,2,spoc,12:21:17.92,-52:50:26.94,-2.21,0.889,3.6310000000000002,0.46799999999999997,2458569.667052,0.00044,1.68281,4.8e-05,3.0157380000000003,0.028207,9.397883,0.15624000000000002,8618.416674,8618.416674,16.173008,3.044593,4382.625884,2075.168419,41.055015999999995,299.18462999999997,37.6595,6271.0,196.0,4.08214,0.41148499,1.6665699,0.313173,10,2019-06-05 19:57:31,2019-06-11 13:23:05,WASP-87 A b,16,TYC8633-394-1
398943781,780.01,,5,5,5,5,5,5,5,PC,,10.725999999999999,0.018000000000000002,,1,spoc,12:42:28.51,-30:38:23.35,15.628,1.0859999999999999,11.6,0.344,2458569.853829,0.000252,3.0524,4.9e-05,2.627965,0.017329,23.903654,0.165491,21775.494144,21775.494144,12.895124000000001,0.083871,396.121465,1137.828595,152.00813,156.56313,9.57831,5546.0,33.0,4.5300002,0.07,0.84352797,0.0919699,10,2019-06-05 19:57:35,2019-06-11 13:23:05,WASP-41 b,65,WASP-41
101955023,667.01,,5,5,5,5,5,5,5,PC,CP,10.937999999999999,0.059000000000000004,,1,spoc,10:14:51.85,-47:09:24.47,-1053.5,2.0,414.46,2.0,2458544.715897,0.0008269999999999999,1.628694,0.000101,0.799026,0.24285,3.098811,0.182607,2850.041412,2850.041412,1.402261,0.767937,27.166032,582.2725320000001,16.902313,29.119428999999997,,3216.0,100.0,5.0255799,0.07868450099999999,0.21699999,0.0080000004,9,2019-05-06 19:17:04,2019-05-09 11:39:59,GJ 1132b,122,GJ1132
53189332,660.01,,5,5,5,5,5,5,5,PC,CP,10.955,0.018000000000000002,,1,spoc,11:05:43.11,-05:04:46.14,-23.697,3.16,-14.32,1.199,2458544.6499779997,0.001182,9.290298,0.0009109999999999999,5.345087,0.10971800000000001,6.757246,0.140765,6204.326607999999,6204.326607999999,11.115877000000001,0.287572,276.54873599999996,1040.070237,32.974059999999994,307.64401000000004,,6461.0,198.0,4.2287898,2.0099499,1.45865,1.45865,9,2019-05-06 19:17:04,2019-05-09 11:40:00,WASP-106 b,52,TYC4927-1063-1
9725627,239.01,,4,5,5,5,4,5,4,PC,CP,10.972999999999999,0.019,,1,spoc,23:53:38.04,-10:07:05.22,-19.347,2.445,-7.484,1.252,2458356.962278,0.000995,4.15701,0.000336,3.9591879999999997,0.09311,5.28028,0.11306600000000001,4851.510897,4851.510897,6.374038,1.2374399999999999,421.379341,1155.548184,32.183025,347.84799,73.434998,6362.5,83.0,4.5900002,0.16,0.89503098,0.171767,2,2018-11-16 21:15:45,2019-03-11 18:32:33,,37,WASP-30
382391899,391.01,,5,5,5,5,5,5,5,PC,CP,11.008,0.018000000000000002,,1,spoc,02:54:45.14,-10:53:52.89,2.5180000000000002,1.5090000000000001,9.7,0.924,2458411.092942,0.00020899999999999998,1.95512,2.7000000000000002e-05,1.8143490000000002,0.014709,21.983399,0.138093,20043.855197,20043.855197,12.826544,0.07434,619.443106,1272.389585,158.09418,183.57449,15.8191,5518.0,42.0,4.4299998,0.12,1.04568,0.152302,4,2019-01-16 19:24:30,2019-03-02 20:05:15,WASP-50b,15,TYC5290-462-1
36734222,656.01,,5,5,5,5,5,5,5,PC,CP,11.015999999999998,0.018000000000000002,,1,spoc,10:19:37.97,-09:48:23.18,-42.1,2.0,-36.74,2.0,2458543.603636,8.7e-05,0.81347,5e-06,1.226305,0.006867,29.525002,0.104155,26827.116808000002,26827.116808000002,10.423753,0.04514,596.670633,1260.530665,309.28362999999996,,,4187.0,166.0,,,,,9,2019-05-06 19:17:03,2019-05-09 11:40:00,WASP-43b,75,WASP-43
257567854,403.01,,5,5,5,5,5,5,5,PC,CP,11.164000000000001,0.018000000000000002,,1,spoc,03:31:16.33,-23:49:11.24,1.354,0.691,-25.814,0.64,2458411.901592,0.000546,3.532822,0.000138,3.4431199999999995,0.046901,12.320677,0.14971900000000002,11283.619423,11283.619423,13.474905,0.18449400000000002,837.703372,1372.120697,88.35828000000001,318.62759,44.7192,6153.0,46.0,4.5700002,0.09000000400000001,1.0641201,0.214146,4,2019-01-16 19:24:29,2019-03-02 20:05:28,WASP-22b,37,WASP-22
229047362,767.01,,5,5,5,5,5,5,5,PC,,11.174000000000001,0.019,,1,spoc,13:01:26.34,-27:31:20.02,-27.539,1.649,-6.801,0.46799999999999997,2458572.990673,0.000252,3.764873,6.9e-05,2.759996,0.022034,24.438343,0.14673699999999998,22257.118447,22257.118447,13.951820000000001,0.09062200000000001,357.012287,1108.639991,155.86082,193.28975,20.803698999999998,5736.0,35.0,4.52,0.09000000400000001,0.87485802,0.159299,10,2019-06-05 19:57:34,2019-06-11 13:23:05,WASP-25 b,53,WASP-25
158623531,246.01,,4,5,5,5,5,4,5,PC,CP,11.192,0.018000000000000002,,1,spoc,01:36:40.29,-50:39:33.5,-35.371,3.695,-31.725,3.695,2458355.732521,0.00042199999999999996,7.872846000000001,0.000122,3.7343010000000003,0.037183999999999995,16.266737,0.11918599999999999,14870.542999000001,14870.542999000001,10.907297999999999,0.12579200000000001,86.253341,777.2553690000001,137.82335,169.27200000000002,,5086.0,181.0,4.480589900000001,2.00354,0.87946802,0.87946802,"2,3",2018-11-16 21:15:36,2019-03-11 18:32:33,WASP-105,58,WASP-105
92226327,256.01,,5,5,5,5,5,5,5,PC,CP,11.238,0.07,,2,spoc,00:44:59.31,-15:16:16.66,,,,,2458389.285282,0.002133,24.73712,0.00025,1.9582950000000001,0.190383,4.448487,0.391422,4088.8253979999995,4088.8253979999995,1.369367,0.100452,1.226056,268.378264,12.301941000000001,31.096289000000002,,3182.0,63.0,5.0275998,0.42151099,0.23199999,0.041000001,3,2018-11-30 22:06:23,2019-03-02 20:05:23,LHS-1140b,142,GJ3053
